Title	URL	Year	Author	Resource Type	Venue
Kalman Filtering	www.cs.cmu.edu/~16385/s17/Slides/16.3_Kalman_Filtering.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Stereo Rectification	www.cs.cmu.edu/~16385/s17/Slides/13.1_Stereo_Rectification.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Singular Value Decomposition	www.cs.cmu.edu/~16385/s17/Slides/11.5_SVD.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Triangulation	www.cs.cmu.edu/~16385/s17/Slides/11.4_Triangulation.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Backpropagation	www.cs.cmu.edu/~16385/s17/Slides/9.5_Backpropagation.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Gaussian Filter	www.cs.cmu.edu/~16385/s17/Slides/2.3_Gaussian_Filter.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Convolution Nets	www.cs.cmu.edu/~16385/s17/Slides/9.7 16385_ConvNets_Lecture_2.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Stereo Matching	www.cs.cmu.edu/~16385/s17/Slides/13.2_Stereo_Matching.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Wrap Up	www.cs.cmu.edu/~16385/s17/Slides/17.0_Wrap_Up.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Direct Linear Transform	www.cs.cmu.edu/~16385/s17/Slides/10.2_2D_Alignment__DLT.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Temporal Inference	www.cs.cmu.edu/~16385/s17/Slides/16.2_Temporal_Inference.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Visualizing Quadratics	www.cs.cmu.edu/~16385/s17/Slides/6.1_Visualizing_Quadratics.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Epipolar Geometry	www.cs.cmu.edu/~16385/s17/Slides/12.1_Epipolar_Geometry.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Perceptron Training	www.cs.cmu.edu/~16385/s17/Slides/9.3_Perceptron_Training.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Tracking Mean Shift	www.cs.cmu.edu/~16385/s17/Slides/15.2_Tracking__Mean_Shift.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Subsampling	www.cs.cmu.edu/~16385/s17/Slides/3.0_Subsampling.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Camera Matrix	www.cs.cmu.edu/~16385/s17/Slides/11.1_Camera_matrix.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Brightness Constancy	www.cs.cmu.edu/~16385/s17/Slides/14.1_Brightness_Constancy.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Camera Models	www.cs.cmu.edu/~16385/s17/Slides/11.2_Camera_Models.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Box Filter	www.cs.cmu.edu/~16385/s17/Slides/2.2_Box_Filter.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Essential Matrix	www.cs.cmu.edu/~16385/s17/Slides/12.2_Essential_Matrix.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Point Processing	www.cs.cmu.edu/~16385/s17/Slides/2.1_Point_Processing.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
CNNs and Deep Learning	www.cs.cmu.edu/~16385/s17/Slides/9.6 CNNs_and_Deep_Learning.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Line Parametrizations	www.cs.cmu.edu/~16385/s17/Slides/5.2_Line_Parameterizations.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
More Feature Descriptors	www.cs.cmu.edu/~16385/s17/Slides/7.2_Feature_Descriptors_2.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Class Overview	www.cs.cmu.edu/~16385/s17/Slides/1.3_Class_Overview.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Neural Network	www.cs.cmu.edu/~16385/s17/Slides/9.2_Neural_Network.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Staff Introduction	www.cs.cmu.edu/~16385/s17/Slides/1.0_Staff_Introduction.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Object Recognition	www.cs.cmu.edu/~16385/s17/Slides/8.0_Object_Recognition.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Bag of Visual Words	www.cs.cmu.edu/~16385/s17/Slides/8.2_Bag_of_Visual_Words.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Image Pyramid	www.cs.cmu.edu/~16385/s17/Slides/3.1_Image_Pyramid.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Point Algorithm	www.cs.cmu.edu/~16385/s17/Slides/12.4_8Point_Algorithm.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Two View Geomtry	www.cs.cmu.edu/~16385/s17/Slides/11.0_TwoView_Geometry.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Image Alignment	www.cs.cmu.edu/~16385/s17/Slides/14.5_Alignment__BakerMatthews.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Hough Transform	www.cs.cmu.edu/~16385/s17/Slides/5.3_Hough_Transform.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Image Filtering	www.cs.cmu.edu/~16385/s17/Slides/2.0_Image_Filtering.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Extended Kalman Filter	www.cs.cmu.edu/~16385/s17/Slides/16.4_Extended_Kalman_Filter.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Harris Corner Detector	www.cs.cmu.edu/~16385/s17/Slides/6.2_Harris_Corner_Detector.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Designing Descriptors	www.cs.cmu.edu/~16385/s17/Slides/7.0_Designing_Descriptors.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Multiscale Detection	www.cs.cmu.edu/~16385/s17/Slides/6.3_Multiscale_Detection.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
What is Computer Vision	www.cs.cmu.edu/~16385/s17/Slides/1.1_What_is_Computer_Vision.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
SIFT Detector and Descriptor	www.cs.cmu.edu/~16385/s17/Slides/7.3_SIFT_Detector_and_Descriptor.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Temporal State Models	www.cs.cmu.edu/~16385/s17/Slides/16.1_Temporal_State_Models.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Defining Boundaries	www.cs.cmu.edu/~16385/s17/Slides/5.0_Defining_Boundaries.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Optical Flow: Horn-Schunck	www.cs.cmu.edu/~16385/s17/Slides/14.3_OF__HornSchunck.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Visualization Gradient Descent	www.cs.cmu.edu/~16385/s17/Slides/9.4_Visualizing_Gradient_Descent.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Lecture 13: Triangulation	www.cs.cmu.edu/~16385/lectures/lecture13.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 7: Image Transformations	www.cs.cmu.edu/~16385/lectures/lecture7.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 10: Imaging	www.cs.cmu.edu/~16385/lectures/lecture10.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 12: Triangulation	www.cs.cmu.edu/~16385/lectures/lecture12.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 14: Radiometry and reflectance	www.cs.cmu.edu/~16385/lectures/lecture14.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 2: Image Filtering	www.cs.cmu.edu/~16385/lectures/lecture2.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 9: Image Homographies	www.cs.cmu.edu/~16385/lectures/lecture9.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 3: Image pyramids and frequency domain	www.cs.cmu.edu/~16385/lectures/lecture3.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 5: Detecting corners	www.cs.cmu.edu/~16385/lectures/lecture5.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 6: Feature detectors and descriptors	www.cs.cmu.edu/~16385/lectures/lecture6.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 1: Introduction	www.cs.cmu.edu/~16385/lectures/lecture1.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 4: Hough transform	www.cs.cmu.edu/~16385/lectures/lecture4.pdf	2020	Margaret Morrison	lecture	Carnegie Mellon University
Lecture 11: Epipolar Imaging	www.cs.cmu.edu/~16385/s19/lectures/lecture11.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 19: Introduction to Neural Networks	www.cs.cmu.edu/~16385/s19/lectures/lecture19.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 13: Radiometry and reflectance	www.cs.cmu.edu/~16385/s19/lectures/lecture13.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 26: Wrap-up	www.cs.cmu.edu/~16385/s19/lectures/lecture26.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 7: 2D transformations (a.k.a. warping)	www.cs.cmu.edu/~16385/s19/lectures/lecture7.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 17: Introduction to semantic vision	www.cs.cmu.edu/~16385/s19/lectures/lecture17.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 15: Photometric stereo	www.cs.cmu.edu/~16385/s19/lectures/lecture15.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 10: Two-view geometry	www.cs.cmu.edu/~16385/s19/lectures/lecture10.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 21: Optical flow	www.cs.cmu.edu/~16385/s19/lectures/lecture21.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 12: Structure from motion	www.cs.cmu.edu/~16385/s19/lectures/lecture12.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 14: Radiometry and reflectance	www.cs.cmu.edu/~16385/s19/lectures/lecture14.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 16: Digital Photography	www.cs.cmu.edu/~16385/s19/lectures/lecture16.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 2: Image Filtering	www.cs.cmu.edu/~16385/s19/lectures/lecture2.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 9: Geometric camera models	www.cs.cmu.edu/~16385/s19/lectures/lecture9.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 3: Image pyramids and frequency domain	www.cs.cmu.edu/~16385/s19/lectures/lecture3.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 18: Image classification	www.cs.cmu.edu/~16385/s19/lectures/lecture18.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 5: Detecting corners	www.cs.cmu.edu/~16385/s19/lectures/lecture5.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 25: Segmentation	www.cs.cmu.edu/~16385/s19/lectures/lecture25.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 22: Alignment and tracking	www.cs.cmu.edu/~16385/s19/lectures/lecture22.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 8: image homographies	www.cs.cmu.edu/~16385/s19/lectures/lecture8.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 24: Looking for seams	www.cs.cmu.edu/~16385/s19/lectures/lecture24.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 6: Feature Descriptors	www.cs.cmu.edu/~16385/s19/lectures/lecture6.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecutre 1: Introduction	www.cs.cmu.edu/~16385/s19/lectures/lecture1.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 20: Convolutional neural networks	www.cs.cmu.edu/~16385/s19/lectures/lecture20.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 23: Temporal inference and SLAM	www.cs.cmu.edu/~16385/s19/lectures/lecture23.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 4: Hough Transform	www.cs.cmu.edu/~16385/s19/lectures/lecture4.pdf	2019	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 5: Detecting corners	www.cs.cmu.edu/~16385/s15/lectures/Lecture5.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 4: Defining Boundaries	www.cs.cmu.edu/~16385/s15/lectures/Lecture4.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 8: Designing Descriptors	www.cs.cmu.edu/~16385/s15/lectures/Lecture8.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 22: Image Alignment	www.cs.cmu.edu/~16385/s15/lectures/Lecture22.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 3: Frequency Domain Filtering	www.cs.cmu.edu/~16385/s15/lectures/Lecture3.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 13: 2D Image Transforms	www.cs.cmu.edu/~16385/s15/lectures/Lecture13.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 1: What is Computer Vision	www.cs.cmu.edu/~16385/s15/lectures/Lecture1.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 9: Feature Description	www.cs.cmu.edu/~16385/s15/lectures/Lecture9.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 16: Two-View Geometry	www.cs.cmu.edu/~16385/s15/lectures/Lecture16.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 24: Mean-shift Tracker	www.cs.cmu.edu/~16385/s15/lectures/Lecture24.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 12: Bag-of-Visual-Word	www.cs.cmu.edu/~16385/s15/lectures/Lecture12.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 14: Midterm Review	www.cs.cmu.edu/~16385/s15/lectures/Lecture14.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 10: Object Recognition	www.cs.cmu.edu/~16385/s15/lectures/Lecture10.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 17: Pose Estimation	www.cs.cmu.edu/~16385/s15/lectures/Lecture17.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 23: KLT Tracker	www.cs.cmu.edu/~16385/s15/lectures/Lecture23.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 21: Lucas-Kanade Optical Flow	www.cs.cmu.edu/~16385/s15/lectures/Lecture21.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 18: Epipolar Geometry	www.cs.cmu.edu/~16385/s15/lectures/Lecture18.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 6: Generalized Hough Transform	www.cs.cmu.edu/~16385/s15/lectures/Lecture6.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 15: 2D Image Transform	www.cs.cmu.edu/~16385/s15/lectures/Lecture15.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 2: Image Manipulation	www.cs.cmu.edu/~16385/s15/lectures/Lecture2.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 19: Reconstruction	www.cs.cmu.edu/~16385/s15/lectures/Lecture19.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 20: Video and Motion Analysis	www.cs.cmu.edu/~16385/s15/lectures/Lecture20.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 11: Proabability Basics	www.cs.cmu.edu/~16385/s15/lectures/Lecture11.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 7: Detecting Corners	www.cs.cmu.edu/~16385/s15/lectures/Lecture7.pdf	2015	Kris Kitani	lecture	Carnegie Mellon University
Lecture 11: Epipolar Imaging	www.cs.cmu.edu/~16385/s18/lectures/lecture11.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 19: Introduction to neural networks	www.cs.cmu.edu/~16385/s18/lectures/lecture19.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 13: Appearance and reflectance	www.cs.cmu.edu/~16385/s18/lectures/lecture13.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 16: Segmentation	www.cs.cmu.edu/~16385/s18/lectures/lecture26.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 7: 2D Transformations (a.k.a. warping)	www.cs.cmu.edu/~16385/s18/lectures/lecture7.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 28: Wrap-up	www.cs.cmu.edu/~16385/s18/lectures/lecture28.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 17: Introduction to Object Recognition	www.cs.cmu.edu/~16385/s18/lectures/lecture17.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 15: Color	www.cs.cmu.edu/~16385/s18/lectures/lecture15.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 10: Two-view geometry	www.cs.cmu.edu/~16385/s18/lectures/lecture10.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 21: Face Recognition	www.cs.cmu.edu/~16385/s18/lectures/lecture21.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 12: Structure from motion	www.cs.cmu.edu/~16385/s18/lectures/lecture12.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 3b: Fourier Transform and Frequency Domain	www.cs.cmu.edu/~16385/s18/lectures/lecture3b.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 14: Photometric stereo and shape from shading	www.cs.cmu.edu/~16385/s18/lectures/lecture14.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 16: Digital Photography	www.cs.cmu.edu/~16385/s18/lectures/lecture16.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 2: Image Filtering	www.cs.cmu.edu/~16385/s18/lectures/lecture2.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 9: Camera models	www.cs.cmu.edu/~16385/s18/lectures/lecture9.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 3: Subsampling and image pyramids	www.cs.cmu.edu/~16385/s18/lectures/lecture3.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 18: Image classification	www.cs.cmu.edu/~16385/s18/lectures/lecture18.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 5: Detecting corners	www.cs.cmu.edu/~16385/s18/lectures/lecture5.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 25: Temporal inference and SLAM	www.cs.cmu.edu/~16385/s18/lectures/lecture25.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 22: Optical flow	www.cs.cmu.edu/~16385/s18/lectures/lecture22.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 8: Image homographies	www.cs.cmu.edu/~16385/s18/lectures/lecture8.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 24: Tracking	www.cs.cmu.edu/~16385/s18/lectures/lecture24.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 27: Segmentation	www.cs.cmu.edu/~16385/s18/lectures/lecture27.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 6: Designing Descriptors	www.cs.cmu.edu/~16385/s18/lectures/lecture6.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 1: Introduction	www.cs.cmu.edu/~16385/s18/lectures/lecture1.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 20: Convolutional neural networks	www.cs.cmu.edu/~16385/s18/lectures/lecture20.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 23: Image alignment	www.cs.cmu.edu/~16385/s18/lectures/lecture23.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Lecture 4: Hough Transform	www.cs.cmu.edu/~16385/s18/lectures/lecture4.pdf	2018	Ioannis Gkioulekas	lecture	Carnegie Mellon University
Linear Algebra	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut02.pdf	2019	Mengye Ren	lecture	University of Toronto
CSC411: Optimization for Machine Learning	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut03.pdf	2019	Mengye Ren	lecture	University of Toronto
CSC411: Midterm Review	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut05.pdf	2019	Mengye Ren	lecture	University of Toronto
Bayesian Inference and MCMC	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut06.pdf	2019	Mengye Ren	lecture	University of Toronto
Linear Algebra - Part II Projection, Eigendecomposition, SVD	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut04.pdf	2019	Mengye Ren	lecture	University of Toronto
Probability Theory for Machine Learning	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut01.pdf	2019	Mengye Ren	lecture	University of Toronto
CSC411: Final Review	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut10.pdf	2019	Mengye Ren	lecture	University of Toronto
Bayesian Optimization	www.cs.toronto.edu/~mren/teach/csc411_19s/tut/tut08.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 7: Linear Classification	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec07.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 3: Decision Trees	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec03.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 8: Linear Classification II	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec08.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 13: Probabilistic Models I	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec13.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 9: SVMs and Boosting	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec09.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 5: Multilayer Perceptrons	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec10_notes1.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 4: Ensemble I	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec04_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 14: Probabilistic Models II	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec14.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 9: SVMs and Boosting	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec09_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 16: GMM	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec16.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 6: Linear Regression	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec06.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 2: Nearest Neighbours	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec02.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 18: Matrix Factorizations	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec18_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 1: Introduction	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec01.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 16: Expectation-Maximization for Mixture of Gaussians	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec16_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 10: Neural Networks	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec10.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 11: Neural Networks II	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec11_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 18: Matrix Factorizations	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec18.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 19: Bayesian Linear Regression	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec19.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 23: Algorithmic Fairness	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec23.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 3: Decision Trees	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec03_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 24: Review & Outlook	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec24.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 5: Ensembles II	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec05.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 10: Neural Networks	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec10_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 17: Expectation-Maximization	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec17.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 20: Gaussian Processes	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec20_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 11: Convolutional Networks	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec11_notes1.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 22: Reinforcement Learning II	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec22.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 2: Nearest Neighbours	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec02_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 5: Ensembles II	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec05_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 20: Gaussian Processes	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec20.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 4: Training a Classifier	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec08_notes.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 6: Linear Regression	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec06_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 6: Backpropagation	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec10_notes2.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 4: Ensemble I	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec04.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 3: Linear Classification	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec07_notes.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 19: Bayesian Linear Regression	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec19_matt.pdf	2019	Mengye Ren	lecture	University of Toronto
Lecture 15: K-Means	www.cs.toronto.edu/~mren/teach/csc411_19s/lec/lec15.pdf	2019	Mengye Ren	lecture	University of Toronto
