ID	Name	URL	Year	Author	Domain	Venue
1276	Transition-based Dependency Parsing	http://www.cs.umd.edu/class/fall2018/cmsc470/slides/slides_24.pdf	2018	Marine Carpuat	nlp	
1277	Graph-based Dependency Parsing	http://www.cs.umd.edu/class/fall2018/cmsc470/slides/slides_25.pdf	2018	Marine Carpuat	nlp	
1278	Review and Perspectives	http://www.cs.umd.edu/class/fall2018/cmsc470/slides/slides_26.pdf	2018	Marine Carpuat	nlp	
1279	Course overview	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/01-intro.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1280	Applications of NLP	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/02-apps.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1281	About the Project	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/03-project.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1282	Words and Morphology	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/04-words.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1283	Language Models and Smoothing	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/05-lm.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1284	Informaton Theory; Spelling, Edit Distance, and Noisy Channels	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/06-noisychannel.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1285	Classification	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/07-classification.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1286	Parts of Speech Tagging	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/08-pos.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1287	Hidden Markov Models	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/09-hmms.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1288	Syntax	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/10-syntax.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1289	The Chomsky Hierarchy	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/11-chomskyhierarchy.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1290	Context-Free Recognition	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/12-cfparsing.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1291	More on CFG Parsing	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/13-earley.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1292	Beyond CFG Parsing	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/14-advancedparsing.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1293	Treebanks and Probabilistic CFGs	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/15-treebanks-pcfg.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1294	Lexical Semantics	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/16-lexicalsemantics.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1295	Vector Semantics	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/17-embeddings.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1296	Meaning Representation Languages	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/18a-mrls.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1297	Semantic Roles	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/18b-semanticroles.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1298	Compositional Semantics and Semantic Parsing	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/19-compsem.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1299	Computational Discourse	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/20-discourse.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1300	Word Sense Disambiguation and Semantic Role Tagging	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/21-semanticdisambiguation.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1301	Machine Translation	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/25-mt.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1302	Deep Learning	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/26-deep-learning.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1303	NLP for Languages Other Than English	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/27-langs-other-than-eng.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1304	Speech Processing	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/27-speech.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1305	Using Speech with Computers	http://demo.clab.cs.cmu.edu/NLP/F18/files/slides/28-speech_2.pdf	2018	David R. Mortensen and Alan W. Black	nlp	
1306	Introduction	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec1-Intro-2017.pptx	2017	Dan Roth	ml	
1307	ML Review I	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec2-I-review-binary.pptx	2017	Dan Roth	ml	
1308	ML Review I	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec2-review-III-svm-logreg.pptx	2017	Dan Roth	ml	
1309	Multiclass Classification	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec3-multiclass.pptx	2017	Dan Roth	ml	
1310	Multiclass Classification	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec5-HmmMemmPMM-Sequences.pptx	2017	Dan Roth	ml	
1311	Global and Local Views	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec5-Sequences.pptx	2017	Dan Roth	ml	
1312	A First Look at Structures	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/Lec4-first-look-at-structures.pptx	2017	Dan Roth	ml	
1313	Structured Prediction Basics	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/sl_basics.pptx	2017	Dan Roth	ml	
1314	Structured learning with latent variables	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/sl_latent.pptx	2017	Dan Roth	ml	
1315	Pranking with Ranking	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/prank_sept28.pdf	2017	Dan Roth	ml	
1316	Learning and Inference over Constrained Output	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/li_ibt_oct3.pdf	2017	Dan Roth	ml	
1317	Learning and Inference with Constrained Output	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/17-Lec5-Comments-on-StructuredLearning.pptx	2017	Dan Roth	ml	
1318	Latent Representation Technical Discussion	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/sl_latent.pptx	2017	Dan Roth	ml	
1319	Inference Applications	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/17-Lec8-inference-applications.pptx	2017	Dan Roth	ml	
1320	SVMs	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/svm_sept28.pdf	2017	Dan Roth	ml	
1321	Conditional Random Fields	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/crf_sept26.pdf	2017	Dan Roth	ml	
1322	Guiding Semi-Supervision with Constraint-Driven Learning	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/codl.pdf	2017	Dan Roth	ml	
1323	Integer Linear Programming Inference for Conditional Random Fields	http://www.cis.upenn.edu/~danroth/Teaching/CIS-700-006/slides/ilp_crf_oct10.pdf	2017	Dan Roth	ml	
1324	Introduction	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec1-1pp.pdf	2018	Greg Durrett	nlp	
1325	Binary classification	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec2-1pp.pdf	2018	Greg Durrett	nlp	
1326	Multiclass classification	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec3-1pp.pdf	2018	Greg Durrett	nlp	
1327	Sequence models I: HMMs	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec4-1pp.pdf	2018	Greg Durrett	nlp	
1328	Sequence models II: CRFs	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec5-1pp.pdf	2018	Greg Durrett	nlp	
1329	Neural Nets I: FFNNs	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec6-1pp.pdf	2018	Greg Durrett	nlp	
1330	Neural Nets II: Word embeddings	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec7-1pp.pdf	2018	Greg Durrett	nlp	
1331	Neural Nets III: RNN encoders	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec8-1pp.pdf	2018	Greg Durrett	nlp	
1332	Neural Nets IV: CNNs, Neural CRFs	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec9-1pp.pdf	2018	Greg Durrett	nlp	
1333	Trees I: Constituency, PCFGs	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec10-1pp.pdf	2018	Greg Durrett	nlp	
1334	Trees II: Dependency I	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec11-1pp.pdf	2018	Greg Durrett	nlp	
1335	Trees III: Dependency II	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec12-1pp.pdf	2018	Greg Durrett	nlp	
1336	Semantics I	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec13-1pp.pdf	2018	Greg Durrett	nlp	
1337	Semantics II / Seq2seq I	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec14-1pp.pdf	2018	Greg Durrett	nlp	
1338	Seq2seq II: Attention and Pointers	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec15-1pp.pdf	2018	Greg Durrett	nlp	
1339	Information Extraction / SRL	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec16-1pp.pdf	2018	Greg Durrett	nlp	
1340	Machine Translation I: Phrase-based	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec17-1pp.pdf	2018	Greg Durrett	nlp	
1341	Machine Translation II: Neural methods	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec18-1pp.pdf	2018	Greg Durrett	nlp	
1342	Applications I: Reading comprehension / MemNets	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec19-1pp.pdf	2018	Greg Durrett	nlp	
1343	Applications II: Summarization	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec20-1pp.pdf	2018	Greg Durrett	nlp	
1344	Applications III: Dialogue	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec21-1pp.pdf	2018	Greg Durrett	nlp	
1345	Applications IV: Language grounding	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec22-1pp.pdf	2018	Greg Durrett	nlp	
1346	Unsupervised Learning	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec23-1pp.pdf	2018	Greg Durrett	nlp	
1347	Discourse	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec24-1pp.pdf	2018	Greg Durrett	nlp	
1348	Multilinguality and morphology	http://www.cs.utexas.edu/~gdurrett/courses/fa2018/lectures/lec25-1pp.pdf	2018	Greg Durrett	nlp	
1349	From neural networks to deep learning	https://fleuret.org/ee559/ee559-slides-1-1-from-anns-to-deep-learning.pdf	2019	Fran¸cois Fleuret	dl	
1350	Current applications and success	https://fleuret.org/ee559/ee559-slides-1-2-current-success.pdf	2019	Fran¸cois Fleuret	dl	
1351	What is really happening?	https://fleuret.org/ee559/ee559-slides-1-3-what-is-happening.pdf	2019	Fran¸cois Fleuret	dl	
1352	Tensor basics and linear regression	https://fleuret.org/ee559/ee559-slides-1-4-tensors-and-linear-regression.pdf	2019	Fran¸cois Fleuret	dl	
1353	High dimension tensors	https://fleuret.org/ee559/ee559-slides-1-5-high-dimension-tensors.pdf	2019	Fran¸cois Fleuret	dl	
1354	Tensor internals	https://fleuret.org/ee559/ee559-slides-1-6-tensor-internals.pdf	2019	Fran¸cois Fleuret	dl	
1355	Loss and risk	https://fleuret.org/ee559/ee559-slides-2-1-loss-and-risk.pdf	2019	Fran¸cois Fleuret	dl	
1356	Over and under fitting	https://fleuret.org/ee559/ee559-slides-2-2-overfitting.pdf	2019	Fran¸cois Fleuret	dl	
1357	Bias-variance dilemma	https://fleuret.org/ee559/ee559-slides-2-3-bias-variance-dilemma.pdf	2019	Fran¸cois Fleuret	dl	
1358	Proper evaluation protocols	https://fleuret.org/ee559/ee559-slides-2-4-evaluation-protocols.pdf	2019	Fran¸cois Fleuret	dl	
1359	Basic clustering and embeddings	https://fleuret.org/ee559/ee559-slides-2-5-basic-embeddings.pdf	2019	Fran¸cois Fleuret	dl	
1360	The perceptron	https://fleuret.org/ee559/ee559-slides-3-1-perceptron.pdf	2019	Fran¸cois Fleuret	dl	
1361	Probabilistic view of a linear classifier	https://fleuret.org/ee559/ee559-slides-3-2-LDA.pdf	2019	Fran¸cois Fleuret	dl	
1362	Linear separability and feature design	https://fleuret.org/ee559/ee559-slides-3-3-features.pdf	2019	Fran¸cois Fleuret	dl	
1363	Multi-Layer Perceptrons	https://fleuret.org/ee559/ee559-slides-3-4-MLP.pdf	2019	Fran¸cois Fleuret	dl	
1364	Gradient descent	https://fleuret.org/ee559/ee559-slides-3-5-gradient-descent.pdf	2019	Fran¸cois Fleuret	dl	
1365	Back-propagation	https://fleuret.org/ee559/ee559-slides-3-6-backprop.pdf	2019	Fran¸cois Fleuret	dl	
1366	DAG networks	https://fleuret.org/ee559/ee559-slides-4-1-DAG-networks.pdf	2019	Fran¸cois Fleuret	dl	
1367	Autograd	https://fleuret.org/ee559/ee559-slides-4-2-autograd.pdf	2019	Fran¸cois Fleuret	dl	
1368	PyTorch modules and batch processing	https://fleuret.org/ee559/ee559-slides-4-3-modules-and-batch-processing.pdf	2019	Fran¸cois Fleuret	dl	
1369	Convolutions	https://fleuret.org/ee559/ee559-slides-4-4-convolutions.pdf	2019	Fran¸cois Fleuret	dl	
1370	Pooling	https://fleuret.org/ee559/ee559-slides-4-5-pooling.pdf	2019	Fran¸cois Fleuret	dl	
1371	Writing a PyTorch module	https://fleuret.org/ee559/ee559-slides-4-6-writing-a-module.pdf	2019	Fran¸cois Fleuret	dl	
1372	Cross-entropy loss	https://fleuret.org/ee559/ee559-slides-5-1-cross-entropy-loss.pdf	2019	Fran¸cois Fleuret	dl	
1373	Stochastic gradient descent	https://fleuret.org/ee559/ee559-slides-5-2-SGD.pdf	2019	Fran¸cois Fleuret	dl	
1374	PyTorch optimizers	https://fleuret.org/ee559/ee559-slides-5-3-optim.pdf	2019	Fran¸cois Fleuret	dl	
1375	L2 and L1 penalties	https://fleuret.org/ee559/ee559-slides-5-4-l2-l1-penalties.pdf	2019	Fran¸cois Fleuret	dl	
1376	Parameter initialization	https://fleuret.org/ee559/ee559-slides-5-5-initialization.pdf	2019	Fran¸cois Fleuret	dl	
1377	Architecture choice and training protocol	https://fleuret.org/ee559/ee559-slides-5-6-architecture-and-training.pdf	2019	Fran¸cois Fleuret	dl	
1378	Writing an autograd function	https://fleuret.org/ee559/ee559-slides-5-7-writing-an-autograd-function.pdf	2019	Fran¸cois Fleuret	dl	
1379	Benefits of depth	https://fleuret.org/ee559/ee559-slides-6-1-benefits-of-depth.pdf	2019	Fran¸cois Fleuret	dl	
1380	Rectifiers	https://fleuret.org/ee559/ee559-slides-6-2-rectifiers.pdf	2019	Fran¸cois Fleuret	dl	
1381	Dropout	https://fleuret.org/ee559/ee559-slides-6-3-dropout.pdf	2019	Fran¸cois Fleuret	dl	
1382	Batch normalization	https://fleuret.org/ee559/ee559-slides-6-4-batch-normalization.pdf	2019	Fran¸cois Fleuret	dl	
1383	Residual networks	https://fleuret.org/ee559/ee559-slides-6-5-residual-networks.pdf	2019	Fran¸cois Fleuret	dl	
1384	Using GPUs	https://fleuret.org/ee559/ee559-slides-6-6-using-GPUs.pdf	2019	Fran¸cois Fleuret	dl	
1385	Computer vision tasks	https://fleuret.org/ee559/ee559-slides-7-1-CV-tasks.pdf	2019	Fran¸cois Fleuret	dl	
1386	Networks for image classification	https://fleuret.org/ee559/ee559-slides-7-2-image-classification.pdf	2019	Fran¸cois Fleuret	dl	
1387	Networks for object detection	https://fleuret.org/ee559/ee559-slides-7-3-object-detection.pdf	2019	Fran¸cois Fleuret	dl	
1388	Networks for semantic segmentation	https://fleuret.org/ee559/ee559-slides-7-4-segmentation.pdf	2019	Fran¸cois Fleuret	dl	
1389	DataLoader and neuro-surgery	https://fleuret.org/ee559/ee559-slides-7-5-dataloader-and-surgery.pdf	2019	Fran¸cois Fleuret	dl	
1390	Looking at parameters	https://fleuret.org/ee559/ee559-slides-8-1-looking-at-parameters.pdf	2019	Fran¸cois Fleuret	dl	
1391	Looking at activations	https://fleuret.org/ee559/ee559-slides-8-2-looking-at-activations.pdf	2019	Fran¸cois Fleuret	dl	
1392	Visualizing the processing in the input	https://fleuret.org/ee559/ee559-slides-8-3-visualizing-in-input.pdf	2019	Fran¸cois Fleuret	dl	
1393	Optimizing inputs	https://fleuret.org/ee559/ee559-slides-8-4-optimizing-inputs.pdf	2019	Fran¸cois Fleuret	dl	
1394	Transposed convolutions	https://fleuret.org/ee559/ee559-slides-9-1-transposed-convolutions.pdf	2019	Fran¸cois Fleuret	dl	
1395	Autoencoders	https://fleuret.org/ee559/ee559-slides-9-2-autoencoders.pdf	2019	Fran¸cois Fleuret	dl	
1396	Denoising and variational autoencoders	https://fleuret.org/ee559/ee559-slides-9-3-denoising-and-variational-autoencoders.pdf	2019	Fran¸cois Fleuret	dl	
1397	Non-volume preserving networks	https://fleuret.org/ee559/ee559-slides-9-4-NVP.pdf	2019	Fran¸cois Fleuret	dl	
1398	Generative Adversarial Networks	https://fleuret.org/ee559/ee559-slides-10-1-GAN.pdf	2019	Fran¸cois Fleuret	dl	
1399	Wasserstein GAN	https://fleuret.org/ee559/ee559-slides-10-2-Wasserstein-GAN.pdf	2019	Fran¸cois Fleuret	dl	
1400	Conditional GAN and image translation	https://fleuret.org/ee559/ee559-slides-10-3-conditional-GAN.pdf	2019	Fran¸cois Fleuret	dl	
1401	Model persistence and checkpoints	https://fleuret.org/ee559/ee559-slides-10-4-persistence.pdf	2019	Fran¸cois Fleuret	dl	
1402	Recurrent Neural Networks	https://fleuret.org/ee559/ee559-slides-11-1-RNN-basics.pdf	2019	Fran¸cois Fleuret	dl	
1403	LSTM and GRU	https://fleuret.org/ee559/ee559-slides-11-2-LSTM-and-GRU.pdf	2019	Fran¸cois Fleuret	dl	
1404	Word embeddings and translation	https://fleuret.org/ee559/ee559-slides-11-3-word-embeddings-and-translation.pdf	2019	Fran¸cois Fleuret	dl	
1405	Introduction	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect01-intro.pdf	2018	Jason Eisner	nlp	
1406	Modeling grammaticality	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect02-modeling-grammaticality.pdf	2018	Jason Eisner	nlp	
1407	Language models	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect03-ngram-apps.pdf	2018	Jason Eisner	nlp	
1408	Probability concepts	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect04-prob-intro.pdf	2018	Jason Eisner	nlp	
1409	Bayes' Theorem	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect05-bayes.pdf	2018	Jason Eisner	nlp	
1410	Smoothing n-grams	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect05-smoothing.pdf	2018	Jason Eisner	nlp	
1411	Syntactic Attributes	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect06-syntactic-features.pdf	2018	Jason Eisner	nlp	
1412	Context-free parsing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect08-parse.pdf	2018	Jason Eisner	nlp	
1413	Earley's algorithm	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect10-earley.pdf	2018	Jason Eisner	nlp	
1414	Probabilistic parsing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect11-pcky.pdf	2018	Jason Eisner	nlp	
1415	Human sentence processing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect13-human.pdf	2018	Jason Eisner	nlp	
1416	Parsing Tricks	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect12-parsetricks.pdf	2018	Jason Eisner	nlp	
1417	Semantics	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect14-semantics.pdf	2018	Jason Eisner	nlp	
1418	Hidden Markov Models	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect24-hmm.pdf	2018	Jason Eisner	nlp	
1419	Learning in the Limit	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect27-learnlimit.pdf	2018	Jason Eisner	nlp	
1420	The Expectation Maximization (EM) Algorithm	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect26-em.pdf	2018	Jason Eisner	nlp	
1421	Finite-State Methods	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect16-fsmintro.pdf	2018	Jason Eisner	nlp	
1422	Building Finite-State Machines	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect17-fsmbuild.pdf	2018	Jason Eisner	nlp	
1423	Finite-State and the Noisy Channel	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect19-noisychannel.pdf	2018	Jason Eisner	nlp	
1424	Part-of-Speech Tagging	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect22-tagging.pdf	2018	Jason Eisner	nlp	
1425	Finite-State Programming	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect18-fsmexamples.pdf	2018	Jason Eisner	nlp	
1426	Phonology	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect20-phonology.pdf	2018	Jason Eisner	nlp	
1427	Structured Prediction with Perceptrons and CRFs	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect34-crf.pdf	2018	Jason Eisner	nlp	
1428	NLP Tasks and Applications	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect36-tasks.pdf	2018	Jason Eisner	nlp	
1429	Topic Modeling	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect31-topicmodels.pdf	2018	Jason Eisner	nlp	
1430	Alternative Grammatical Formalisms	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tag-riley.pdf	2018	Jason Eisner	nlp	
1431	Grouping Words	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect29-groupwords.pdf	2018	Jason Eisner	nlp	
1432	Splitting Words	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect30-splitwords.pdf	2018	Jason Eisner	nlp	
1433	Words vs. Terms	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect31-wordsvsterms.pdf	2018	Jason Eisner	nlp	
1434	Text Categorization	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect33-textcat.pdf	2018	Jason Eisner	nlp	
1435	Current & Future NLP Research	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect35-future.pdf	2018	Jason Eisner	nlp	
1436	Learning to Translate	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect32-translation.pdf	2018	Jason Eisner	nlp	
1437	NLP in Practice I	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tasks-rao1.pdf	2018	Jason Eisner	nlp	
1438	NLP in Practice II	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tasks-rao2.pdf	2018	Jason Eisner	nlp	
1439	Introduction	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture01.pdf	2018	Julia Hockenmaier	nlp	
1440	Finite-state methods for morphology	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture02.pdf	2018	Julia Hockenmaier	nlp	
1441	Language models	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture03.pdf	2018	Julia Hockenmaier	nlp	
1442	Smoothing	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture04.pdf	2018	Julia Hockenmaier	nlp	
1443	Part-of-Speech Tagging	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture05.pdf	2018	Julia Hockenmaier	nlp	
1444	HMM algorithms	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture06.pdf	2018	Julia Hockenmaier	nlp	
1445	Sequence Labeling	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture07.pdf	2018	Julia Hockenmaier	nlp	
1446	Formal Grammars of English	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture08.pdf	2018	Julia Hockenmaier	nlp	
1447	The CKY parsing algorithm	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture09.pdf	2018	Julia Hockenmaier	nlp	
1448	Statistical Parsing with PCFGs	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture10.pdf	2018	Julia Hockenmaier	nlp	
1449	Penn Treebank Parsing; Dependency Grammars	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture11.pdf	2018	Julia Hockenmaier	nlp	
1450	Dependency Parsing; Expressive Grammars	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture12.pdf	2018	Julia Hockenmaier	nlp	
1451	Compositional Semantics	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture15.pdf	2018	Julia Hockenmaier	nlp	
1452	More on Compositional Semantics, Verb Semantics	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture16.pdf	2018	Julia Hockenmaier	nlp	
1453	Vector-space semantics	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture17.pdf	2018	Julia Hockenmaier	nlp	
1454	Word Sense	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture18.pdf	2018	Julia Hockenmaier	nlp	
1455	Neural Networks for NLP	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture20.pdf	2018	Julia Hockenmaier	nlp	
1456	Machine Translation	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture21.pdf	2018	Julia Hockenmaier	nlp	
1457	Statistical Machine Translation	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture22.pdf	2018	Julia Hockenmaier	nlp	
1458	Phrase-based MT	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture23.pdf	2018	Julia Hockenmaier	nlp	
1459	A very brief introduction to discourse	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture24.pdf	2018	Julia Hockenmaier	nlp	
1460	Neural Approaches to NLP	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture25.pdf	2018	Julia Hockenmaier	nlp	
1461	Word Embeddings and Recurrent Nets	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture26.pdf	2018	Julia Hockenmaier	nlp	
1462	Seq2Seq, Attention; Generation and Dialog	https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture27.pdf	2018	Julia Hockenmaier	nlp	
1463	Dialogue	http://www.ccs.neu.edu/home/luwang/courses/slides_cs6120_fa17/dialogue.pdf	2017	Lu Wang	nlp	
1464	Dialog Systems and Chatbots	http://www.ccs.neu.edu/home/luwang/courses/slides_cs6120_fa17/guideline.pdf	2017	Lu Wang	nlp	
1465	Information Extraction	http://www.ccs.neu.edu/home/luwang/courses/slides_cs6120_fa17/ie.pdf	2017	Lu Wang	nlp	
1466	Introduction	http://www.ccs.neu.edu/home/luwang/courses/slides_cs6120_fa17/introduction.pdf	2017	Lu Wang	nlp	
1467	Language Models	http://www.ccs.neu.edu/home/luwang/courses/slides_cs6120_fa17/lm.pdf	2017	Lu Wang	nlp	
1468	Machine Learning Basics	http://www.ccs.neu.edu/home/luwang/courses/slides_cs6120_fa17/mlbasics.pdf	2017	Lu Wang	nlp	
